"veh_value","exposure","clm","numclaims","claimcst0","veh_body","veh_age","gender","area","agecat","X_OBSTAT_"
"7660","0.97","0.1560574949",0,0,"0","SEDAN",3,"M","B",3,"01101    0    0    0"
"7661","2.65","0.1752224504",0,0,"0","STNWG",2,"F","F",3,"01101    0    0    0"
"7662","0.46","0.5722108145",1,1,"2073.7099991","SEDAN",4,"F","C",3,"01101    0    0    0"
"7663","0.7","0.810403833",0,0,"0","SEDAN",4,"F","E",4,"01101    0    0    0"
"7664","0.62","0.5722108145",0,0,"0","PANVN",4,"M","E",5,"01101    0    0    0"
"7665","1.76","0.2683093771",0,0,"0","HBACK",1,"M","A",3,"01101    0    0    0"
"7666","1.46","0.090349076",0,0,"0","UTE",3,"M","C",1,"01101    0    0    0"
"7667","3.23","0.8624229979",0,0,"0","STNWG",3,"F","B",4,"01101    0    0    0"
"7668","2.97","0.4791238877",0,0,"0","SEDAN",4,"M","C",5,"01101    0    0    0"
"7669","0.85","0.4791238877",0,0,"0","HBACK",3,"M","C",3,"01101    0    0    0"
"7670","1.94","0.8624229979",1,1,"200","SEDAN",2,"F","A",1,"01101    0    0    0"
"7671","1.52","0.1834360027",0,0,"0","SEDAN",2,"F","C",4,"01101    0    0    0"
"7672","0.44","0.5968514716",0,0,"0","SEDAN",4,"F","C",2,"01101    0    0    0"
"7673","1.26","0.0602327173",0,0,"0","HBACK",1,"F","C",6,"01101    0    0    0"
"7674","2.77","0.1204654346",0,0,"0","STNWG",3,"F","B",1,"01101    0    0    0"
"7675","1.18","0.2683093771",0,0,"0","STNWG",4,"M","D",2,"01101    0    0    0"
"7676","1.5","0.6324435318",0,0,"0","SEDAN",3,"F","D",2,"01101    0    0    0"
"7677","1.3","0.2683093771",0,0,"0","HBACK",2,"F","E",3,"01101    0    0    0"
"7678","0.64","0.1834360027",0,0,"0","HBACK",4,"F","C",1,"01101    0    0    0"
"7679","2.099","0.8158795346",0,0,"0","SEDAN",1,"M","D",2,"01101    0    0    0"
"7680","1.38","0.8076659822",0,0,"0","HBACK",2,"F","A",4,"01101    0    0    0"
"7681","1.35","0.810403833",0,0,"0","SEDAN",3,"F","B",2,"01101    0    0    0"
"7682","2.96","0.2683093771",0,0,"0","STNWG",2,"M","A",4,"01101    0    0    0"
"7683","1.08","0.8459958932",0,0,"0","SEDAN",3,"F","B",4,"01101    0    0    0"
"7684","1.28","0.4736481862",0,0,"0","HBACK",1,"M","B",4,"01101    0    0    0"
"7685","1.55","0.810403833",0,0,"0","STNWG",3,"M","C",2,"01101    0    0    0"
"7686","1.6","0.2683093771",0,0,"0","SEDAN",2,"M","D",5,"01101    0    0    0"
"7687","2.03","0.810403833",0,0,"0","STNWG",2,"F","B",6,"01101    0    0    0"
"7688","2.45","0.1834360027",0,0,"0","UTE",3,"F","D",3,"01101    0    0    0"
"7689","1.24","0.2683093771",0,0,"0","SEDAN",3,"M","D",2,"01101    0    0    0"
"7690","2.38","0.5201916495",0,0,"0","SEDAN",1,"F","A",5,"01101    0    0    0"
"7691","1.76","0.4791238877",0,0,"0","STNWG",3,"F","D",1,"01101    0    0    0"
"7692","1.428","0.810403833",0,0,"0","HBACK",1,"F","E",4,"01101    0    0    0"
"7693","1.38","0.4791238877",1,1,"586.82999992","UTE",2,"M","C",3,"01101    0    0    0"
"7694","5.7","0.5201916495",0,0,"0","STNWG",1,"M","A",1,"01101    0    0    0"
"7695","1.8","0.810403833",0,0,"0","STNWG",3,"M","C",3,"01101    0    0    0"
"7696","0.8","0.2354551677",0,0,"0","HBACK",4,"M","B",3,"01101    0    0    0"
"7697","1.3","0.810403833",0,0,"0","TRUCK",2,"M","A",4,"01101    0    0    0"
"7698","1.37","0.9801505818",0,0,"0","STNWG",4,"M","C",4,"01101    0    0    0"
"7699","2.11","0.810403833",0,0,"0","SEDAN",1,"F","D",6,"01101    0    0    0"
"7700","0.79","0.3203285421",0,0,"0","UTE",4,"M","C",1,"01101    0    0    0"
"7701","1.9","0.5201916495",0,0,"0","SEDAN",1,"M","D",3,"01101    0    0    0"
"7702","3.2","0.4791238877",1,1,"2067.3199997","UTE",2,"M","D",1,"01101    0    0    0"
"7703","1.89","0.8076659822",0,0,"0","HBACK",1,"M","B",5,"01101    0    0    0"
"7704","1.52","0.9801505818",1,1,"922.06999969","UTE",4,"M","C",4,"01101    0    0    0"
"7705","1.53","0.9691991786",0,0,"0","HBACK",2,"F","C",3,"01101    0    0    0"
"7706","1.64","0.8186173853",0,0,"0","HBACK",2,"M","C",5,"01101    0    0    0"
"7707","1.17","0.810403833",0,0,"0","HBACK",2,"F","A",4,"01101    0    0    0"
"7708","3.86","0.4791238877",0,0,"0","STNWG",2,"M","B",3,"01101    0    0    0"
"7709","1.37","0.4709103354",0,0,"0","HBACK",1,"F","A",2,"01101    0    0    0"
"7710","1.04","0.205338809",0,0,"0","STNWG",3,"M","A",2,"01101    0    0    0"
"7711","0.8","0.8158795346",0,0,"0","HBACK",3,"M","C",2,"01101    0    0    0"
"7712","2.6","0.1834360027",0,0,"0","UTE",2,"F","D",1,"01101    0    0    0"
"7713","2.42","0.8076659822",0,0,"0","SEDAN",1,"M","A",2,"01101    0    0    0"
"7714","1.17","0.810403833",0,0,"0","HBACK",2,"F","F",1,"01101    0    0    0"
"7715","3.57","0.2792607803",0,0,"0","STNWG",2,"M","D",2,"01101    0    0    0"
"7716","3.39","0.810403833",0,0,"0","MCARA",3,"M","B",4,"01101    0    0    0"
"7717","1.62","0.1834360027",0,0,"0","STNWG",4,"F","F",2,"01101    0    0    0"
"7718","1.65","0.1396303901",0,0,"0","SEDAN",2,"F","C",2,"01101    0    0    0"
"7719","2.84","0.2080766598",0,0,"0","MIBUS",2,"F","C",3,"01101    0    0    0"
"7720","1.35","0.2080766598",0,0,"0","HBACK",1,"M","C",2,"01101    0    0    0"
"7721","1.77","0.810403833",0,0,"0","SEDAN",2,"F","E",2,"01101    0    0    0"
"7722","1.11","0.6954140999",0,0,"0","HBACK",3,"F","B",5,"01101    0    0    0"
"7723","4.76","0.810403833",0,0,"0","SEDAN",2,"M","D",5,"01101    0    0    0"
"7724","0.46","0.8323066393",0,0,"0","HBACK",4,"M","A",1,"01101    0    0    0"
"7725","2.91","0.810403833",0,0,"0","STNWG",3,"F","F",2,"01101    0    0    0"
"7726","3.1","0.4736481862",0,0,"0","STNWG",3,"F","C",5,"01101    0    0    0"
"7727","2.56","0.810403833",1,2,"11653.23","HDTOP",1,"F","A",1,"01101    0    0    0"
"7728","0.61","0.2080766598",0,0,"0","SEDAN",4,"M","C",2,"01101    0    0    0"
"7729","0.29","0.0547570157",0,0,"0","HBACK",4,"F","C",6,"01101    0    0    0"
"7730","1.98","0.7912388775",0,0,"0","SEDAN",1,"F","A",4,"01101    0    0    0"
"7731","2.64","0.1396303901",0,0,"0","STNWG",2,"F","D",4,"01101    0    0    0"
"7732","1.28","0.7008898015",0,0,"0","HBACK",2,"F","A",3,"01101    0    0    0"
"7733","1.13","0.8076659822",0,0,"0","SEDAN",3,"M","A",4,"01101    0    0    0"
"7734","2.95","0.6351813826",0,0,"0","STNWG",3,"F","F",3,"01101    0    0    0"
"7735","1.93","0.810403833",0,0,"0","STNWG",4,"F","A",4,"01101    0    0    0"
"7736","1.5","0.810403833",0,0,"0","HBACK",1,"F","A",1,"01101    0    0    0"
"7737","1.22","0.3367556468",0,0,"0","SEDAN",3,"M","C",2,"01101    0    0    0"
"7738","2.72","0.2655715263",0,0,"0","STNWG",3,"F","B",4,"01101    0    0    0"
"7739","1.38","0.1341546886",0,0,"0","HBACK",1,"M","B",1,"01101    0    0    0"
"7740","1.36","0.0191649555",0,0,"0","STNWG",3,"F","F",3,"01101    0    0    0"
"7741","0.31","0.0465434634",1,1,"1111.3445435","SEDAN",4,"F","A",3,"01101    0    0    0"
"7742","0.83","0.810403833",0,0,"0","SEDAN",4,"M","B",4,"01101    0    0    0"
"7743","2.51","0.1889117043",0,0,"0","SEDAN",1,"F","D",6,"01101    0    0    0"
"7744","0.61","0.8076659822",0,0,"0","STNWG",4,"F","B",4,"01101    0    0    0"
"7745","1.21","0.9746748802",0,0,"0","HBACK",2,"F","C",2,"01101    0    0    0"
"7746","2.71","0.2628336756",0,0,"0","STNWG",2,"F","A",3,"01101    0    0    0"
"7747","1.96","0.0465434634",0,0,"0","HBACK",1,"F","A",1,"01101    0    0    0"
"7748","1.96","0.8076659822",0,0,"0","COUPE",3,"F","D",3,"01101    0    0    0"
"7749","1.18","0.9527720739",0,0,"0","SEDAN",3,"F","C",5,"01101    0    0    0"
"7750","1.89","0.8076659822",0,0,"0","HBACK",1,"F","C",5,"01101    0    0    0"
"7751","1.55","0.2984257358",0,0,"0","SEDAN",2,"F","D",2,"01101    0    0    0"
"7752","0.62","0.8624229979",0,0,"0","STNWG",4,"F","D",4,"01101    0    0    0"
"7753","0.55","0.5749486653",0,0,"0","UTE",4,"M","D",3,"01101    0    0    0"
"7754","1.75","0.0958247775",0,0,"0","TRUCK",4,"M","A",2,"01101    0    0    0"
"7755","3.18","0.1834360027",0,0,"0","UTE",2,"M","F",3,"01101    0    0    0"
"7756","4.69","0.5201916496",0,0,"0","STNWG",1,"M","A",1,"01101    0    0    0"
"7757","1.03","0.6762491444",0,0,"0","HBACK",3,"M","E",5,"01101    0    0    0"
"7758","0.9","0.6872005476",0,0,"0","HBACK",3,"M","A",3,"01101    0    0    0"
"7759","2.5","0.1396303901",0,0,"0","UTE",3,"M","C",2,"01101    0    0    0"
"7760","3.02","0.2327173169",0,0,"0","STNWG",1,"F","B",2,"01101    0    0    0"
"7761","1.36","0.1806981519",0,0,"0","SEDAN",2,"F","C",4,"01101    0    0    0"
"7762","0.6","0.2080766598",0,0,"0","HBACK",4,"F","E",3,"01101    0    0    0"
"7763","4.05","0.1396303901",0,0,"0","STNWG",1,"M","C",2,"01101    0    0    0"
"7764","2.27","0.0465434634",0,0,"0","STNWG",2,"M","B",2,"01101    0    0    0"
"7765","1.15","0.5037645448",0,0,"0","HBACK",4,"M","C",3,"01101    0    0    0"
"7766","0.96","0.7310061602",1,2,"8766.5899811","SEDAN",4,"M","D",3,"01101    0    0    0"
"7767","0.65","0.4736481862",0,0,"0","HBACK",4,"F","A",2,"01101    0    0    0"
"7768","1.04","0.2984257358",0,0,"0","STNWG",3,"F","E",4,"01101    0    0    0"
"7769","1.61","0.8158795346",0,0,"0","STNWG",4,"M","A",3,"01101    0    0    0"
"7770","1","0.2984257358",0,0,"0","HBACK",2,"F","B",6,"01101    0    0    0"
"7771","2.26","0.0191649555",0,0,"0","STNWG",4,"F","F",3,"01101    0    0    0"
"7772","3.28","0.5722108145",0,0,"0","UTE",2,"M","F",2,"01101    0    0    0"
"7773","0.73","0.7912388775",0,0,"0","SEDAN",4,"M","C",1,"01101    0    0    0"
"7774","1.58","0.0219028063",0,0,"0","SEDAN",2,"F","A",2,"01101    0    0    0"
"7775","2.76","0.8624229979",0,0,"0","STNWG",1,"M","A",3,"01101    0    0    0"
"7776","2.32","0.2874743326",0,0,"0","UTE",3,"F","E",4,"01101    0    0    0"
"7777","2.63","0.8624229979",0,0,"0","SEDAN",1,"F","C",6,"01101    0    0    0"
"7778","1.79","0.1752224504",0,0,"0","SEDAN",2,"F","B",2,"01101    0    0    0"
"7779","1.48","0.8624229979",0,0,"0","HBACK",2,"F","E",3,"01101    0    0    0"
"7780","0.91","0.5201916495",0,0,"0","SEDAN",3,"F","C",2,"01101    0    0    0"
"7781","1.22","0.0465434634",0,0,"0","HBACK",2,"F","B",3,"01101    0    0    0"
"7782","5.35","0.0465434634",0,0,"0","STNWG",1,"F","B",2,"01101    0    0    0"
"7783","1.5","0.7912388775",1,1,"998.46999931","HDTOP",3,"F","B",1,"01101    0    0    0"
"7784","3.02","0.5201916495",1,1,"3096.7999954","STNWG",2,"F","A",4,"01101    0    0    0"
"7785","1.36","0.0328542094",1,1,"567.6799984","HBACK",2,"M","B",6,"01101    0    0    0"
"7786","1.72","0.2080766598",0,0,"0","SEDAN",1,"M","A",5,"01101    0    0    0"
"7787","1.37","0.5092402464",0,0,"0","HBACK",1,"F","C",1,"01101    0    0    0"
"7788","1.76","0.1834360027",0,0,"0","HBACK",1,"F","B",5,"01101    0    0    0"
"7789","3.44","0.0465434634",0,0,"0","STNWG",1,"M","C",4,"01101    0    0    0"
"7790","1.3","0.8158795346",0,0,"0","HBACK",2,"F","C",1,"01101    0    0    0"
"7791","1.578","0.5475701574",0,0,"0","HBACK",1,"F","C",1,"01101    0    0    0"
"7792","1.84","0.7310061602",0,0,"0","HBACK",2,"F","B",2,"01101    0    0    0"
"7793","1.35","0.5201916495",0,0,"0","SEDAN",3,"F","B",1,"01101    0    0    0"
"7794","3.78","0.8624229979",0,0,"0","STNWG",1,"M","A",4,"01101    0    0    0"
"7795","2.95","0.2080766598",0,0,"0","SEDAN",1,"F","D",4,"01101    0    0    0"
"7796","1.37","0.7912388775",1,1,"210.35000229","HBACK",1,"F","C",3,"01101    0    0    0"
"7797","2.07","0.8076659822",1,1,"7465.1199951","STNWG",1,"M","A",2,"01101    0    0    0"
"7798","0.54","0.1834360027",0,0,"0","HBACK",4,"F","D",3,"01101    0    0    0"
"7799","4.35","0.0465434634",0,0,"0","STNWG",3,"M","E",6,"01101    0    0    0"
"7800","1.58","0.8158795346",0,0,"0","STNWG",4,"M","F",2,"01101    0    0    0"
"7801","6.13","0.9801505818",0,0,"0","STNWG",2,"M","C",5,"01101    0    0    0"
"7802","1.95","0.2080766598",0,0,"0","SEDAN",2,"F","B",5,"01101    0    0    0"
"7803","1.59","0.4407939767",0,0,"0","SEDAN",2,"F","C",3,"01101    0    0    0"
"7804","1.35","0.205338809",0,0,"0","HBACK",1,"F","B",3,"01101    0    0    0"
"7805","0.74","0.5201916495",0,0,"0","COUPE",4,"F","A",3,"01101    0    0    0"
"7806","0.95","0.2272416153",0,0,"0","SEDAN",3,"M","D",5,"01101    0    0    0"
"7807","1.3","0.2683093771",0,0,"0","SEDAN",2,"F","C",4,"01101    0    0    0"
"7808","1.15","0.4845995893",0,0,"0","HBACK",2,"F","E",2,"01101    0    0    0"
"7809","0.54","0.0739219713",0,0,"0","HBACK",4,"M","B",4,"01101    0    0    0"
"7810","2.89","0.0465434634",0,0,"0","TRUCK",1,"M","E",3,"01101    0    0    0"
"7811","1.37","0.7912388775",0,0,"0","HBACK",1,"F","C",2,"01101    0    0    0"
"7812","3.06","0.2080766598",0,0,"0","STNWG",3,"F","E",2,"01101    0    0    0"
"7813","1.74","0.8596851472",1,1,"200","HBACK",2,"F","B",5,"01101    0    0    0"
"7814","1.11","0.1834360027",0,0,"0","HBACK",2,"F","A",2,"01101    0    0    0"
"7815","1.43","0.2080766598",0,0,"0","SEDAN",2,"M","C",5,"01101    0    0    0"
"7816","1.47","0.5667351129",0,0,"0","HBACK",2,"F","B",5,"01101    0    0    0"
"7817","1.19","0.1396303901",0,0,"0","HBACK",3,"M","B",2,"01101    0    0    0"
"7818","7.199","0.9993155373",0,0,"0","STNWG",1,"F","E",3,"01101    0    0    0"
"7819","2.55","0.1368925394",0,0,"0","SEDAN",2,"M","A",3,"01101    0    0    0"
"7820","1.68","0.1998631075",0,0,"0","HBACK",2,"F","A",5,"01101    0    0    0"
"7821","1.71","0.7967145791",0,0,"0","HBACK",1,"M","B",2,"01101    0    0    0"
"7822","1.11","0.2217659138",0,0,"0","HBACK",3,"F","A",4,"01101    0    0    0"
"7823","0.88","0.1834360027",0,0,"0","SEDAN",4,"F","B",4,"01101    0    0    0"
"7824","2.53","0.3969883641",0,0,"0","SEDAN",2,"M","A",2,"01101    0    0    0"
"7825","1.31","0.8624229979",0,0,"0","HBACK",1,"F","B",4,"01101    0    0    0"
"7826","1.349","0.4791238877",0,0,"0","HBACK",1,"F","C",5,"01101    0    0    0"
"7827","3.83","0.1834360027",0,0,"0","UTE",1,"F","A",2,"01101    0    0    0"
"7828","1.22","0.0328542094",0,0,"0","SEDAN",3,"F","A",4,"01101    0    0    0"
"7829","0.29","0.0465434634",0,0,"0","HBACK",4,"M","B",2,"01101    0    0    0"
"7830","0.94","0.0684462697",0,0,"0","TRUCK",3,"M","A",2,"01101    0    0    0"
"7831","17.74","0.5037645448",0,0,"0","COUPE",1,"M","A",4,"01101    0    0    0"
"7832","1.96","0.1368925394",0,0,"0","SEDAN",2,"M","A",2,"01101    0    0    0"
"7833","0.81","0.1834360027",1,1,"993.89999962","HBACK",4,"F","A",4,"01101    0    0    0"
"7834","1.38","0.0219028063",0,0,"0","HBACK",1,"F","B",2,"01101    0    0    0"
"7835","1.25","0.9363449692",0,0,"0","UTE",3,"F","D",6,"01101    0    0    0"
"7836","1.65","0.2080766598",0,0,"0","HBACK",2,"F","B",4,"01101    0    0    0"
"7837","1.77","0.5201916495",0,0,"0","HBACK",1,"F","C",2,"01101    0    0    0"
"7838","1.49","0.5201916495",0,0,"0","HBACK",1,"F","C",5,"01101    0    0    0"
"7839","0.49","0.2080766598",0,0,"0","HBACK",4,"F","B",2,"01101    0    0    0"
"7840","2.55","0.2080766598",0,0,"0","SEDAN",1,"F","B",3,"01101    0    0    0"
"7841","1.5","0.0465434634",0,0,"0","SEDAN",2,"F","C",6,"01101    0    0    0"
"7842","2.05","0.1368925394",0,0,"0","SEDAN",2,"M","A",3,"01101    0    0    0"
"7843","2.27","0.4736481862",0,0,"0","SEDAN",2,"M","C",2,"01101    0    0    0"
"7844","4.28","0.5722108145",0,0,"0","STNWG",2,"F","C",3,"01101    0    0    0"
"7845","1.07","0.8624229979",0,0,"0","HBACK",3,"F","A",1,"01101    0    0    0"
"7846","1.53","0.0465434634",0,0,"0","SEDAN",3,"F","B",3,"01101    0    0    0"
"7847","1.67","0.0465434634",0,0,"0","STNWG",4,"F","F",4,"01101    0    0    0"
"7848","4.349","0.0465434634",0,0,"0","UTE",1,"F","D",5,"01101    0    0    0"
"7849","1.3","0.4791238877",0,0,"0","HBACK",2,"M","C",1,"01101    0    0    0"
"7850","1.66","0.5366187543",1,1,"978.66999817","HBACK",3,"M","A",2,"01101    0    0    0"
"7851","1.42","0.8624229979",1,2,"3974.0099964","TRUCK",2,"M","C",2,"01101    0    0    0"
"7852","0.68","0.5201916495",0,0,"0","HBACK",4,"F","A",4,"01101    0    0    0"
"7853","2.79","0.2683093771",0,0,"0","STNWG",2,"F","E",2,"01101    0    0    0"
"7854","2.13","0.8624229979",0,0,"0","STNWG",2,"F","C",4,"01101    0    0    0"
"7855","2.16","0.1122518823",0,0,"0","HBACK",1,"F","D",2,"01101    0    0    0"
"7856","2.17","0.4298425736",0,0,"0","STNWG",3,"M","D",3,"01101    0    0    0"
"7857","0.74","0.5201916495",0,0,"0","SEDAN",4,"M","B",2,"01101    0    0    0"
"7858","4.84","0.5201916495",0,0,"0","STNWG",1,"F","F",4,"01101    0    0    0"
"7859","0.72","0.1834360027",0,0,"0","TRUCK",4,"F","E",4,"01101    0    0    0"
"7860","1.86","0.4818617385",0,0,"0","STNWG",4,"M","A",1,"01101    0    0    0"
"7861","1.16","0.4818617385",0,0,"0","UTE",3,"M","C",1,"01101    0    0    0"
"7862","2.29","0.1368925394",0,0,"0","HBACK",2,"F","C",4,"01101    0    0    0"
"7863","1.5","0.1368925394",0,0,"0","SEDAN",3,"F","B",4,"01101    0    0    0"
"7864","1.8","0.2080766598",0,0,"0","SEDAN",2,"F","C",4,"01101    0    0    0"
"7865","1.21","0.9801505818",0,0,"0","HBACK",2,"M","C",5,"01101    0    0    0"
"7866","1.11","0.2080766598",0,0,"0","STNWG",3,"F","A",3,"01101    0    0    0"
"7867","3.74","0.0465434634",0,0,"0","STNWG",2,"F","C",4,"01101    0    0    0"
"7868","3.52","0.5201916495",0,0,"0","UTE",1,"M","D",1,"01101    0    0    0"
"7869","8.43","0.5201916495",0,0,"0","STNWG",1,"M","C",6,"01101    0    0    0"
"7870","3.06","0.4791238877",0,0,"0","STNWG",3,"M","A",3,"01101    0    0    0"
"7871","1.77","0.5722108145",0,0,"0","SEDAN",2,"M","B",3,"01101    0    0    0"
"7872","1.12","0.2080766598",0,0,"0","UTE",4,"M","C",5,"01101    0    0    0"
"7873","0.41","0.7912388775",0,0,"0","SEDAN",4,"F","E",6,"01101    0    0    0"
"7874","0.78","0.8624229979",0,0,"0","UTE",4,"M","C",2,"01101    0    0    0"
"7875","2.55","0.205338809",0,0,"0","SEDAN",1,"F","D",4,"01101    0    0    0"
"7876","1.65","0.5366187543",0,0,"0","STNWG",4,"M","B",3,"01101    0    0    0"
"7877","2.48","0.2080766598",0,0,"0","HBACK",1,"M","B",4,"01101    0    0    0"
"7878","1.52","0.0410677618",0,0,"0","UTE",4,"F","F",2,"01101    0    0    0"
"7879","3.14","0.205338809",0,0,"0","STNWG",3,"M","A",3,"01101    0    0    0"
"7880","1.98","0.0465434634",0,0,"0","TRUCK",1,"M","C",1,"01101    0    0    0"
"7881","2.45","0.5694729637",0,0,"0","STNWG",3,"F","C",2,"01101    0    0    0"
"7882","1.84","0.1423682409",0,0,"0","STNWG",4,"F","F",2,"01101    0    0    0"
"7883","2.38","0.5201916495",0,0,"0","SEDAN",1,"F","A",5,"01101    0    0    0"
"7884","0.89","0.9801505818",1,1,"200","HBACK",3,"F","B",3,"01101    0    0    0"
"7885","1.21","0.0465434634",0,0,"0","HBACK",1,"F","C",6,"01101    0    0    0"
"7886","2.92","0.5174537988",0,0,"0","STNWG",3,"F","D",2,"01101    0    0    0"
"7887","3.05","0.4271047228",0,0,"0","STNWG",2,"F","C",3,"01101    0    0    0"
"7888","3.7","0.1587953457",0,0,"0","STNWG",2,"F","B",2,"01101    0    0    0"
"7889","2.42","0.1314168378",0,0,"0","UTE",3,"M","D",2,"01101    0    0    0"
"7890","1.01","0.1368925394",1,2,"662.07999992","SEDAN",4,"F","C",3,"01101    0    0    0"
"7891","6.69","0.4271047228",0,0,"0","SEDAN",2,"M","C",1,"01101    0    0    0"
"7892","1.01","0.3805612594",0,0,"0","HBACK",2,"F","B",6,"01101    0    0    0"
"7893","2.78","0.3805612594",0,0,"0","UTE",2,"M","D",6,"01101    0    0    0"
"7894","0.37","0.3805612594",0,0,"0","SEDAN",4,"F","B",4,"01101    0    0    0"
"7895","2.83","0.2984257358",0,0,"0","STNWG",3,"F","F",3,"01101    0    0    0"
"7896","2.04","0.3805612594",1,1,"1027","STNWG",3,"M","A",5,"01101    0    0    0"
"7897","1.28","0.3805612594",0,0,"0","TRUCK",4,"M","D",5,"01101    0    0    0"
"7898","2.11","0.3805612594",0,0,"0","HBACK",1,"F","C",6,"01101    0    0    0"
"7899","1.13","0.3805612594",0,0,"0","HBACK",3,"F","E",5,"01101    0    0    0"
"7900","2.25","0.3805612594",0,0,"0","UTE",3,"M","D",4,"01101    0    0    0"
"7901","2.06","0.5722108145",1,1,"200","SEDAN",2,"M","C",5,"01101    0    0    0"
"7902","2.88","0.3805612594",1,1,"353.76999998","STNWG",1,"M","B",5,"01101    0    0    0"
"7903","3.22","0.3805612594",0,0,"0","STNWG",2,"M","B",5,"01101    0    0    0"
"7904","2.06","0.3805612594",0,0,"0","SEDAN",1,"F","A",3,"01101    0    0    0"
"7905","0.79","0.3805612594",0,0,"0","HBACK",3,"F","A",5,"01101    0    0    0"
"7906","1.8","0.1149897331",0,0,"0","SEDAN",2,"F","A",4,"01101    0    0    0"
"7907","0.98","0.3805612594",0,0,"0","SEDAN",3,"M","A",5,"01101    0    0    0"
"7908","1.45","0.6187542779",1,1,"1031.8399982","SEDAN",3,"M","B",5,"01101    0    0    0"
"7909","1.63","0.3832991102",0,0,"0","HBACK",2,"F","C",5,"01101    0    0    0"
"7910","1.78","0.3805612594",0,0,"0","SEDAN",2,"M","C",4,"01101    0    0    0"
"7911","0.79","0.3805612594",0,0,"0","HBACK",3,"M","A",6,"01101    0    0    0"
"7912","3.02","0.6187542779",0,0,"0","STNWG",2,"F","C",2,"01101    0    0    0"
"7913","1.18","0.7310061602",0,0,"0","STNWG",4,"M","E",5,"01101    0    0    0"
"7914","0.97","0.3805612594",0,0,"0","SEDAN",4,"F","A",4,"01101    0    0    0"
"7915","0.79","0.7036276523",0,0,"0","HBACK",3,"M","C",3,"01101    0    0    0"
"7916","1.77","0.3805612594",0,0,"0","SEDAN",1,"F","C",4,"01101    0    0    0"
"7917","0.62","0.3805612594",0,0,"0","SEDAN",4,"F","B",4,"01101    0    0    0"
"7918","0.5","0.3805612594",0,0,"0","STNWG",4,"M","A",5,"01101    0    0    0"
"7919","1.37","0.2984257358",0,0,"0","SEDAN",3,"M","B",6,"01101    0    0    0"
"7920","1.57","0.3805612594",0,0,"0","SEDAN",3,"M","C",5,"01101    0    0    0"
"7921","1.23","0.3805612594",0,0,"0","HBACK",2,"F","C",6,"01101    0    0    0"
"7922","0.43","0.6187542779",0,0,"0","UTE",4,"M","C",2,"01101    0    0    0"
"7923","2.53","0.3805612594",0,0,"0","SEDAN",1,"F","A",4,"01101    0    0    0"
"7924","1.35","0.3805612594",0,0,"0","SEDAN",3,"F","A",6,"01101    0    0    0"
"7925","1.38","0.3805612594",0,0,"0","UTE",2,"M","D",5,"01101    0    0    0"
"7926","0.53","0.3805612594",0,0,"0","HBACK",4,"M","B",6,"01101    0    0    0"
